"No.","Time","Source","Destination","Source Port","Destination Port","Protocol","Type","Length","Flags","Info"
"2189","11.391907","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1283058 Win=1050368 Len=0"
"2190","11.391925","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1285498 Win=1050368 Len=0"
"2191","11.391941","192.168.45.28","142.250.193.118","53495","443","TCP","","66","0x002","53495  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2192","11.391960","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1287938 Win=1050368 Len=0"
"2193","11.391978","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1290378 Win=1050368 Len=0"
"2194","11.391995","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1292818 Win=1050368 Len=0"
"2195","11.392042","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1295258 Win=1050368 Len=0"
"2196","11.392064","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1297698 Win=1050368 Len=0"
"2197","11.392111","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1300138 Win=1050368 Len=0"
"2198","11.392139","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1302578 Win=1050368 Len=0"
"2199","11.392156","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1305018 Win=1050368 Len=0"
"2200","11.392175","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1307458 Win=1050368 Len=0"
"2201","11.392197","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:819::2016","53492","443","TCP","","86","0x010","[TCP Dup ACK 1319#1] 53492  >  443 [ACK] Seq=564 Ack=1 Win=131072 Len=0 SLE=0 SRE=1"
"2202","11.393953","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1345278 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2203","11.394040","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1346498 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2204","11.394362","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1347718 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2205","11.398241","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1348938 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2206","11.398567","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1350158 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2207","11.398567","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1351378 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2208","11.398567","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1352598 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2209","11.403276","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1353818 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2210","11.403733","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1355038 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2211","11.403733","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1356258 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2212","11.403733","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TLSv1.3","","1294","0x018","Application Data, Application Data"
"2213","11.405092","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1358698 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2214","11.405659","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1359918 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2215","11.405659","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1361138 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2216","11.405659","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1362358 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2217","11.405659","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1363578 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2218","11.407718","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1309898 Win=1050368 Len=0"
"2219","11.407810","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1312338 Win=1050368 Len=0"
"2220","11.407829","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1314778 Win=1050368 Len=0"
"2221","11.407845","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1317218 Win=1050368 Len=0"
"2222","11.407863","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1319658 Win=1050368 Len=0"
"2223","11.407880","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1322098 Win=1050368 Len=0"
"2224","11.407896","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1324538 Win=1050368 Len=0"
"2225","11.407912","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1326978 Win=1050368 Len=0"
"2226","11.407928","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1329418 Win=1050368 Len=0"
"2227","11.407944","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1331858 Win=1050368 Len=0"
"2228","11.407959","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1334298 Win=1050368 Len=0"
"2229","11.407974","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1336738 Win=1050368 Len=0"
"2230","11.407990","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1339178 Win=1050368 Len=0"
"2231","11.408005","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1341618 Win=1050368 Len=0"
"2232","11.408020","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1344058 Win=1050368 Len=0"
"2233","11.408036","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2600:1901:1:c36::","53491","443","TCP","","86","0x010","[TCP Dup ACK 2144#1] 53491  >  443 [ACK] Seq=1981 Ack=1762 Win=130816 Len=0 SLE=213 SRE=830"
"2234","11.410072","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1364798 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2235","11.411581","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1366018 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2236","11.411581","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1367238 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2237","11.411581","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1368458 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2238","11.411581","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1369678 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2239","11.411581","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1370898 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2240","11.411581","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1372118 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2241","11.413962","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TLSv1.3","","1294","0x010","Application Data"
"2242","11.414437","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1374558 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2243","11.414437","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1375778 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2244","11.414437","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1376998 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2245","11.414926","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1378218 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2246","11.415368","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1379438 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2247","11.415368","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1380658 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2248","11.415368","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1381878 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2249","11.419975","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1383098 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2250","11.420462","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1384318 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2251","11.420462","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1385538 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2252","11.420462","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1386758 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2253","11.420462","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1387978 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2254","11.420462","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1389198 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2255","11.420462","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TLSv1.3","","1294","0x018","Application Data, Application Data"
"2256","11.426182","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1391638 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2257","11.426182","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1392858 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2258","11.426182","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1394078 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2259","11.428052","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1395298 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2260","11.428052","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1396518 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2261","11.428291","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1397738 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2262","11.428616","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1398958 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2263","11.429992","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1400178 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2264","11.430425","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1401398 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2265","11.430425","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1402618 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2266","11.430425","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1403838 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2267","11.430425","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1405058 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2268","11.438648","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","113","0x018","[TCP Retransmission] 53488  >  443 [PSH, ACK] Seq=4091 Ack=1345278 Win=1049088 Len=39"
"2269","11.438719","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TLSv1.3","","1294","0x010","Application Data"
"2270","11.438719","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1407498 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2271","11.438719","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x010","443  >  53488 [ACK] Seq=1408718 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2272","11.438719","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53488","TCP","","1294","0x018","443  >  53488 [PSH, ACK] Seq=1409938 Ack=4091 Win=90112 Len=1220 [TCP segment of a reassembled PDU]"
"2273","11.438802","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1346498 Win=1050368 Len=0"
"2274","11.438864","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1347718 Win=1049088 Len=0"
"2275","11.438896","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1348938 Win=1050368 Len=0"
"2276","11.438931","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1350158 Win=1049088 Len=0"
"2277","11.438960","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1351378 Win=1050368 Len=0"
"2278","11.438993","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1352598 Win=1049088 Len=0"
"2279","11.439024","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1353818 Win=1050368 Len=0"
"2280","11.439055","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1355038 Win=1049088 Len=0"
"2281","11.439092","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1356258 Win=1050368 Len=0"
"2282","11.439125","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1357478 Win=1049088 Len=0"
"2283","11.439203","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1358698 Win=1050368 Len=0"
"2284","11.439232","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1359918 Win=1049088 Len=0"
"2285","11.439254","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1361138 Win=1050368 Len=0"
"2286","11.439275","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","91","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"2287","11.439300","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1362358 Win=1049088 Len=0"
"2288","11.439313","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1363578 Win=1050368 Len=0"
"2289","11.439326","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1364798 Win=1049088 Len=0"
"2290","11.439338","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1366018 Win=1050368 Len=0"
"2291","11.439350","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1367238 Win=1049088 Len=0"
"2292","11.439364","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1368458 Win=1050368 Len=0"
"2293","11.439378","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1369678 Win=1049088 Len=0"
"2294","11.439423","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1370898 Win=1050368 Len=0"
"2295","11.439457","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1372118 Win=1049088 Len=0"
"2296","11.439471","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1373338 Win=1050368 Len=0"
"2297","11.439483","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1374558 Win=1049088 Len=0"
"2298","11.439496","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1375778 Win=1050368 Len=0"
"2299","11.439509","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1376998 Win=1049088 Len=0"
"2300","11.439523","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1378218 Win=1050368 Len=0"
"2301","11.439538","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1379438 Win=1049088 Len=0"
"2302","11.439553","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1380658 Win=1050368 Len=0"
"2303","11.439571","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1381878 Win=1049088 Len=0"
"2304","11.439586","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1383098 Win=1050368 Len=0"
"2305","11.439601","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","53488","443","TCP","","74","0x010","53488  >  443 [ACK] Seq=4130 Ack=1384318 Win=1049088 Len=0"
